segment	bias	drift	asymmetry	lag	gain_dev	hf_noise	z_bias	z_drift	z_asymmetry	z_lag	z_gain_dev	z_hf_noise	max_abs_z	top_feature	n_valid	v_mean
00934	-0.00452	-0.00034	0.01397	0.0	-0.00822	0.02775	-1.22968	-1.28808	-0.35272	-0.67449	0.62384	-0.54215	1.28808	drift	480	16.08039
00935	0.00091	0.0003	0.01306	0.2	-0.00699	0.02822	0.45421	1.09643	-0.38172	0.67449	0.65483	-0.50884	1.09643	drift	600	24.09043
00936	-0.00241	0.00051	0.05674	0.2	-0.02126	0.04742	-0.57372	1.85059	1.00011	0.67449	0.29433	0.84119	1.85059	drift	599	26.86676
00937	-0.00508	0.00056	0.01756	0.0	-0.00929	0.0355	-1.40373	2.03306	-0.23918	-0.67449	0.59688	0.00257	2.03306	drift	600	23.60507
00938	-0.00018	-0.0003	-0.02232	0.1	0.09533	0.01047	0.11514	-1.13622	-1.50081	0.0	3.24007	-1.75782	3.24007	gain_dev	309	8.3842
00939	-0.00142	-8e-05	0.00993	0.1	-0.05616	0.01468	-0.26775	-0.331	-0.48074	0.0	-0.5874	-1.46167	1.46167	hf_noise	541	9.75942
00940	-0.00327	-0.00018	0.04619	0.1	-0.03498	0.05352	-0.84254	-0.67222	0.66636	0.0	-0.0523	1.27012	1.27012	hf_noise	599	28.87815
00941	-0.00559	0.0001	0.18979	0.2	-0.14574	0.04267	-1.56005	0.33422	5.20937	0.67449	-2.85055	0.50746	5.20937	asymmetry	599	25.02091
00942	-0.00343	0.00029		0.0	-0.01692	0.02746	-0.89072	1.06531		-0.67449	0.40418	-0.56289	1.06531	drift	445	20.263
00943	0.00591	-0.00014	0.07646	0.1	-0.03561	0.0495	2.00395	-0.53089	1.62419	0.0	-0.06809	0.98741	2.00395	bias	600	30.43172
00944	0.00518	-0.00072	0.03825	0.0	-0.05449	0.0209	1.77712	-2.69579	0.41547	-0.67449	-0.54516	-1.0243	2.69579	drift	539	10.49459
00945	-0.00196	0.00035	-0.01814	0.0	0.0033	0.03521	-0.43658	1.26732	-1.36844	-0.67449	0.91503	-0.01777	1.36844	asymmetry	600	20.88679
00946	-0.00209	0.00022		0.2	-0.12485	0.02734	-0.47589	0.7877		0.67449	-2.32276	-0.57138	2.32276	gain_dev	600	20.92432
00947	-0.00079	3e-05	0.06931	0.1	-0.0767	0.03972	-0.073	0.09018	1.39791	0.0	-1.10622	0.29975	1.39791	asymmetry	599	22.42705
00948	-0.00338	-0.00013	0.10564	0.1	-0.0471	0.06132	-0.87634	-0.5013	2.54707	0.0	-0.3584	1.81913	2.54707	asymmetry	600	22.96762
00949	-0.00117	-0.00025	0.02026	0.1	-0.01985	0.03735	-0.19043	-0.95353	-0.15367	0.0	0.32991	0.13312	0.95353	drift	599	17.52214
00950	-0.0014	-3e-05		0.0	-0.00788	0.01389	-0.26035	-0.12226		-0.67449	0.63256	-1.51678	1.51678	hf_noise	418	8.25043
00951	0.0001	-0.00015		0.2	-0.06514	0.03751	0.2041	-0.58014		0.67449	-0.81427	0.14427	0.81427	gain_dev	600	30.11444
00952	-0.00319	9e-05	-0.02413	0.1	0.01843	0.02395	-0.81789	0.32312	-1.55809	0.0	1.29714	-0.80967	1.55809	asymmetry	406	9.37601
00953	-0.0002	0.00021		0.2	-0.18239	0.03786	0.11072	0.75278		0.67449	-3.77658	0.16888	3.77658	gain_dev	599	32.02726
00954	0.00112	9e-05	-0.01827	0.0	0.00448	0.0202	0.51899	0.29999	-1.37265	-0.67449	0.94476	-1.07349	1.37265	asymmetry	472	13.98785
00955	-0.00457	4e-05		0.2	-0.13309	0.04087	-1.24379	0.12828		0.67449	-2.53107	0.38026	2.53107	gain_dev	599	25.47224
00956	-0.00202	-0.00024	0.0061	0.2	-0.00988	0.03337	-0.45456	-0.89435	-0.60182	0.67449	0.58188	-0.14723	0.89435	drift	600	19.85898
00957	-0.00255	1e-05	0.00706	0.1	0.00693	0.02309	-0.61652	0.02867	-0.57152	0.0	1.00664	-0.87023	1.00664	gain_dev	543	10.82248
00958	-0.00333	0.00012		0.2	-0.3655	0.0229	-0.85985	0.41421		0.67449	-8.40272	-0.88357	8.40272	gain_dev	599	15.16428
00959	0.00825	-0.00117		0.1	-0.04876	0.04049	2.7283	-4.36607		0.0	-0.40047	0.35414	4.36607	drift	384	12.00469
00960	-0.01175	0.00059	-0.07024	0.0	0.01212	0.03332	-3.47108	2.16622	-3.01682	-0.67449	1.13774	-0.15017	3.47108	bias	600	27.67475
00961	0.00066	-0.00019	0.00906	0.1	-0.01888	0.04138	0.37725	-0.71661	-0.50811	0.0	0.35454	0.41674	0.71661	drift	600	24.18373
00962	0.00105	0.0003	0.07339	0.1	-0.0215	0.0404	0.49919	1.07253	1.52697	0.0	0.28834	0.34756	1.52697	asymmetry	600	20.68994
00963	-0.00165	8e-05	0.01912	0.1	-0.02164	0.03167	-0.33871	0.26481	-0.18996	0.0	0.28472	-0.26619	0.33871	bias	599	21.49588
00964	-0.00089	7e-05		0.2	-0.3752	0.04128	-0.10285	0.23598		0.67449	-8.64786	0.40932	8.64786	gain_dev	599	34.42306
00965	-0.00231	-0.00024	-0.00429	0.1	0.00059	0.03185	-0.54477	-0.91206	-0.93057	0.0	0.84633	-0.25413	0.93057	asymmetry	581	16.41449
00966	0.00393	0.0004	0.05355	0.0	-0.04556	0.04029	1.39208	1.44782	0.89927	-0.67449	-0.31947	0.33944	1.44782	drift	461	11.61963
00968	-0.00287	-0.00037	0.00024	0.0	-0.00082	0.02919	-0.7178	-1.38632	-0.78713	-0.67449	0.81094	-0.44086	1.38632	drift	600	19.95083
00969	0.00271	0.00019	0.00067	0.1	0.00198	0.04058	1.01381	0.67402	-0.77355	0.0	0.88152	0.36046	1.01381	bias	600	13.60649
00970	0.00826	0.00084		0.0	-0.09728	0.03908	2.73257	3.0875		-0.67449	-1.62613	0.25455	3.0875	drift	600	26.15738
00971	0.00494	-0.00017	0.02241	0.1	-0.02008	0.02913	1.70462	-0.64109	-0.08583	0.0	0.32413	-0.44486	1.70462	bias	600	27.35495
00972	-0.00635	-0.00017	0.00862	0.1	0.00899	0.03882	-1.79558	-0.66579	-0.52198	0.0	1.05879	0.23613	1.79558	bias	599	18.87993
00973	-0.00064	0.00031	0.09237	0.1	-0.05604	0.04255	-0.02577	1.13212	2.12748	0.0	-0.58419	0.49852	2.12748	asymmetry	600	25.51988
00974	0.00091	-0.00026		0.0	-0.02209	0.03494	0.45302	-0.97439		-0.67449	0.27334	-0.03632	0.97439	drift	600	29.73865
00975	-0.00238	-0.00024		0.1	-0.06464	0.04965	-0.56684	-0.89654		0.0	-0.80169	0.9982	0.9982	hf_noise	599	30.2917
00976	-0.00034	0.00017		0.0	-0.04634	0.05012	0.06656	0.61671		-0.67449	-0.33935	1.03136	1.03136	hf_noise	600	31.02034
00977	0.00272	-2e-05	0.0829	0.1	-0.0492	0.02515	1.01426	-0.08815	1.82795	0.0	-0.41153	-0.72488	1.82795	asymmetry	599	10.92501
00978	0.00121	1e-05		0.2	-0.14502	0.04846	0.54777	0.01879		0.67449	-2.83246	0.91431	2.83246	gain_dev	600	30.73193
00979	0.00185	-0.0002	0.0139	0.2	-0.01501	0.0322	0.74446	-0.74807	-0.35501	0.67449	0.4524	-0.22957	0.74807	drift	599	27.86837
00980	-0.00309	6e-05		0.1	-0.16917	0.04392	-0.78506	0.20546		0.0	-3.44244	0.595	3.44244	gain_dev	599	20.80539
00981	-0.00103	1e-05	0.01212	0.1	-0.01577	0.04068	-0.14688	0.00433	-0.41134	0.0	0.43309	0.36705	0.43309	gain_dev	600	18.64751
00982	-0.00526	-0.00015	0.01665	0.1	-0.00129	0.04895	-1.45858	-0.56404	-0.26815	0.0	0.79903	0.94883	1.45858	bias	600	26.39781
00983	-0.00881	0.00085	0.04396	0.0	-0.0097	0.04785	-2.55695	3.10607	0.59599	-0.67449	0.58649	0.87154	3.10607	drift	599	23.87526
00984	-0.00523	0.00157	-0.01207	0.1	-0.08332	0.1211	-1.4491	5.77898	-1.17652	0.0	-1.27358	6.02319	6.02319	hf_noise	601	23.60516
00985	-0.00179	0.00012	-0.01897	0.1	0.01521	0.03313	-0.38176	0.42681	-1.3947	0.0	1.21572	-0.16357	1.3947	asymmetry	554	18.86778
00986	-0.00208	-0.00015		0.2	-0.29362	0.03934	-0.47364	-0.57626		0.67449	-6.58664	0.27265	6.58664	gain_dev	600	34.22412
00987	-0.00116	-0.00023	0.04807	0.2	-0.03282	0.03576	-0.18646	-0.87918	0.72595	0.67449	0.0024	0.0212	0.87918	drift	599	24.95935
00988	0.002	0.00017		0.1	-0.17746	0.02639	0.79182	0.61696		0.0	-3.65198	-0.63792	3.65198	gain_dev	600	29.20337
00989	-0.00066	-0.00032		0.2	-0.0857	0.05301	-0.03368	-1.22005		0.67449	-1.33367	1.23461	1.33367	gain_dev	599	33.50233
00990	-0.00216	-0.00017	0.0749	0.2	-0.065	0.07061	-0.49701	-0.65988	1.57469	0.67449	-0.81065	2.47193	2.47193	hf_noise	599	29.77438
00991	-0.00136	0.00019	0.05481	0.2	-0.02754	0.05215	-0.25055	0.69689	0.93911	0.67449	0.1357	1.17365	1.17365	hf_noise	600	29.89192
00992	0.00236	0.00033	-0.00161	0.0	-0.00975	0.03711	0.9034	1.19418	-0.8455	-0.67449	0.58521	0.11634	1.19418	drift	599	22.31276
00994	0.0031	0.00033	0.02426	0.2	-0.02443	0.04448	1.1335	1.20761	-0.0272	0.67449	0.21437	0.63453	1.20761	drift	599	26.71634
00995	0.00054	-0.0001	-0.00426	0.1	0.01328	0.01082	0.33912	-0.37715	-0.92941	0.0	1.16695	-1.73324	1.73324	hf_noise	478	8.3577
00996	0.00389	0.00029	0.12813	0.2	-0.12818	0.03546	1.37903	1.05754	3.25865	0.67449	-2.40702	0.00036	3.25865	asymmetry	599	26.59775
00997	-0.00245	9e-05	0.05673	0.1	-0.05144	0.03452	-0.58595	0.31672	0.99984	0.0	-0.46812	-0.06606	0.99984	asymmetry	600	15.91166
00998	0.0008	-3e-05		0.2	-0.21965	0.01697	0.41895	-0.13121		0.67449	-4.71785	-1.30016	4.71785	gain_dev	600	15.16746
